Ranking,University,City,State,Region,Founded,Students_count,Staff_count,Setting,Latitude,Longitude,Air_quality
1141,Delaware Valley University,Doylestown ,Pennsylvania,Northeast,1896,2999,299,Suburban,40.309997,-75.130507,2
1142,Concordia University Chicago,River Forest ,Illinois,Midwest,1864,7999,599,Suburban,41.894047,-87.81635,2
1143,Prescott College,Prescott ,Arizona,Southwest,1966,999,99,Urban,34.541445,-112.470124,1
1144,American Jewish University,Los Angeles ,California,West,1947,250,50,Urban,34.052238,-118.243344,3
1145,Converse College,Spartanburg ,South Carolina,Southeast,1889,3999,99,Urban,34.947914,-81.934664,2
1146,SUNY Cobleskill,Cobleskill ,New York,Northeast,1911,3999,199,Rural,42.677833,-74.485353,2
1147,Thomas Aquinas College,Santa Paula ,California,West,1971,499,99,Rural,34.35395,-119.059977,1
1148,Trevecca Nazarene University,Nashville ,Tennessee,Southeast,1901,4999,199,Urban,36.166687,-86.779932,2
1149,Alaska Pacific University,Anchorage ,Alaska,Outside,1957,999,99,Urban,61.216583,-149.899597,1
1150,Texas Wesleyan University,Fort Worth ,Texas,Southwest,1890,2999,299,Urban,32.739977,-97.340038,2
1151,Graceland University,Lamoni ,Iowa,Midwest,1895,2999,99,Rural,40.623734,-93.938951,2
1152,Shawnee State University,Portsmouth ,Ohio,Midwest,1975,4999,399,Suburban,38.739972,-82.985267,2
1153,Judson University,Elgin ,Illinois,Midwest,1963,1999,299,Urban,42.039567,-88.283975,2
1154,Waldorf University,Forest City ,Iowa,Midwest,1903,4999,199,Rural,43.261486,-93.637271,2
1155,Minot State University,Minot ,North Dakota,Midwest,1913,3999,399,Rural,48.235533,-101.296061,1
1156,Adrian College,Adrian ,Michigan,Midwest,1859,1999,199,Rural,41.895299,-84.039815,2
1157,Florida SouthWestern State College,Fort Myers ,Florida,Southeast,1962,24999,899,Suburban,26.614149,-81.825769,2
1158,Wells College,Aurora ,New York,Northeast,1868,499,99,Rural,42.753982,-76.70241,2
1159,Viterbo University,La Crosse ,Wisconsin,Midwest,1890,4999,399,Urban,43.808767,-91.25186,1
1160,SUNY Canton,Canton ,New York,Northeast,1906,4999,299,Rural,44.595632,-75.169226,2
1161,Northern Vermont University,Johnson ,Vermont,Northeast,2018,3999,99,Rural,44.636772,-72.677902,2
1162,Concordia College-New York,Bronxville ,New York,Northeast,1881,1999,99,Suburban,40.936383,-73.831381,2
1163,Chestnut Hill College,Philadelphia ,Pennsylvania,Northeast,1924,2999,99,Urban,39.951061,-75.16562,2
1164,Talladega College,Talladega ,Alabama,Southeast,1867,1999,99,Rural,33.434936,-86.106204,2
1165,William Carey University,Hattiesburg ,Mississippi,Southeast,1892,6999,499,Urban,31.326447,-89.289635,2
1166,Colorado State University-Pueblo,Pueblo ,Colorado,West,1933,14999,399,Urban,38.265425,-104.610415,2
1167,Chamberlain University,Addison ,Illinois,Midwest,1889,44999,1999,Suburban,41.93194,-87.988676,2
1168,MidAmerica Nazarene University,Olathe ,Kansas,Midwest,1966,3999,99,Suburban,38.883525,-94.818236,2
1169,Wayland Baptist University,Plainview ,Texas,Southwest,1908,7999,199,Rural,34.192454,-101.723218,2
1170,Athens State University,Athens ,Alabama,Southeast,1822,4999,299,Suburban,34.812785,-86.961888,1
1171,Brandman University,Irvine ,California,West,2009,14999,799,Urban,33.685908,-117.824719,5
1172,Benedictine College,Atchison ,Kansas,Midwest,1971,2999,199,Rural,39.560903,-95.127377,2
1173,Rocky Mountain College,Billings ,Montana,West,1878,1999,99,Urban,45.78265,-108.504578,1
1174,Menlo College,Atherton ,California,West,1927,999,199,Suburban,37.461318,-122.19843,2
1175,Albany Law School,Albany ,New York,Northeast,1851,499,99,Urban,42.651242,-73.755418,2
1176,Palm Beach Atlantic University,West Palm Beach ,Florida,Southeast,1968,4999,199,Urban,26.714439,-80.054947,2
1177,Montreat College,Montreat ,North Carolina,Southeast,1916,1999,199,Suburban,35.646761,-82.301321,2
1178,Roberts Wesleyan College,Rochester ,New York,Northeast,1866,2999,199,Suburban,43.155708,-77.612547,2
1179,Caldwell University,Caldwell ,New Jersey,Northeast,1939,2999,99,Suburban,40.838934,-74.275006,2
1180,Lees-McRae College,Banner Elk ,North Carolina,Southeast,1900,1999,199,Rural,36.163284,-81.871848,3
1181,The Master's University,Santa Clarita ,California,West,1927,2999,299,Suburban,34.414144,-118.554192,2
1182,Maine Maritime Academy,Castine ,Maine,Northeast,1941,1999,199,Rural,44.390999,-68.803281,2
1183,Spalding University,Louisville ,Kentucky,Southeast,1814,2999,299,Suburban,38.256078,-85.751569,2
1184,Central State University,Wilberforce ,Ohio,Midwest,1887,2999,199,Rural,39.717167,-83.882919,2
1185,West Virginia State University,Institute ,West Virginia,Southeast,1891,4999,199,Suburban,38.383598,-81.765602,2
1186,College of the Atlantic,Bar Harbor ,Maine,Northeast,1969,499,50,Rural,44.387625,-68.204311,2
1187,Middle Georgia State University,Macon ,Georgia,Southeast,2012,9999,499,Urban,32.836038,-83.631709,2
1188,Bay Path University,Longmeadow ,Massachusetts,Northeast,1897,4999,399,Suburban,42.050501,-72.5829,2
1189,Southwestern Adventist University,Keene ,Texas,Southwest,1893,1999,99,Suburban,32.391763,-97.333112,2
1190,Adler University,Chicago ,Illinois,Midwest,1952,1999,199,Urban,41.883229,-87.632398,2
1191,Fort Valley State University,Fort Valley ,Georgia,Southeast,1895,3999,199,Suburban,32.553575,-83.886613,2
1192,Polk State College,Winter Haven ,Florida,Southeast,1964,19999,499,Suburban,28.025878,-81.732884,2
1193,Friends University,Wichita ,Kansas,Midwest,1898,2999,99,Urban,37.686024,-97.335571,2
1194,California Western School of Law,San Diego ,California,West,1924,999,99,Urban,32.71576,-117.163817,4
1195,Oklahoma Baptist University,Shawnee ,Oklahoma,Southwest,1910,2999,199,Rural,35.327404,-96.924828,2
1196,Cheyney University of Pennsylvania,Cheyney ,Pennsylvania,Northeast,1837,999,99,Suburban,39.928299,-75.523102,2
1197,Brevard College,Brevard ,North Carolina,Southeast,1853,999,99,Suburban,35.233785,-82.734319,1
1198,Albright College,Reading ,Pennsylvania,Northeast,1856,2999,199,Urban,40.336919,-75.921965,2
1199,Our Lady of the Lake University,San Antonio ,Texas,Southwest,1919,3999,399,Urban,29.425173,-98.494599,2
1200,New England Law | Boston,Boston ,Massachusetts,Northeast,1908,999,99,Urban,42.358894,-71.056742,2
1201,Illinois College,Jacksonville ,Illinois,Midwest,1829,999,99,Rural,39.737907,-90.238627,2
1202,Stephens College,Columbia ,Missouri,Midwest,1833,999,99,Urban,38.951551,-92.328594,2
1203,Cabrini University,Radnor ,Pennsylvania,Northeast,1957,2999,299,Suburban,40.038043,-75.344449,2
1204,La Sierra University,Riverside ,California,West,1971,2999,399,Urban,33.980534,-117.377025,4
1205,Missouri Western State University,St. Joseph ,Missouri,Midwest,1915,6999,399,Urban,39.768194,-94.848164,2
1206,Birmingham-Southern College,Birmingham ,Alabama,Southeast,1856,1999,199,Urban,33.522859,-86.807705,2
1207,College of the Ozarks,Point Lookout ,Missouri,Midwest,1906,1999,199,Rural,36.6175,-93.239197,2
1208,Oklahoma Wesleyan University,Bartlesville ,Oklahoma,Southwest,1910,1999,99,Rural,36.75067,-95.944392,2
1209,Lindsey Wilson College,Columbia ,Kentucky,Southeast,1903,2999,199,Rural,37.102703,-85.306198,2
1210,Avila University,Kansas City ,Missouri,Midwest,1916,2999,299,Urban,39.099792,-94.578559,2
1211,Mount Mercy University,Cedar Rapids ,Iowa,Midwest,1928,2999,99,Urban,41.978122,-91.669808,2
1212,The Institute of World Politics,Washington ,District of Columbia,Northeast,1990,250,50,Urban,38.892062,-77.019912,2
1213,Claflin University,Orangeburg ,South Carolina,Southeast,1869,2999,299,Suburban,33.487414,-80.863927,2
1214,Bryan College,Dayton ,Tennessee,Southeast,1930,1999,199,Rural,35.492798,-85.014079,2
1215,Huntington University,Huntington ,Indiana,Midwest,1897,1999,99,Suburban,40.882786,-85.49732,2
1216,Morningside College,Sioux City ,Iowa,Midwest,1894,3999,99,Suburban,42.496323,-96.406436,2
1217,Methodist University,Fayetteville ,North Carolina,Southeast,1956,2999,399,Urban,35.054417,-78.883659,2
1218,University of Mount Union,Alliance ,Ohio,Midwest,1846,2999,199,Suburban,40.9125,-81.105844,2
1219,Wilson College,Chambersburg ,Pennsylvania,Northeast,1869,2999,99,Rural,39.937306,-77.659708,2
1220,St. Joseph's College,Brooklyn ,New York,Northeast,1916,1999,99,Urban,40.692529,-73.990996,2
1221,Colby-Sawyer College,New London ,New Hampshire,Northeast,1837,1999,99,Rural,43.412593,-71.980788,2
1222,Randolph-Macon College,Ashland ,Virginia,Southeast,1830,1999,199,Suburban,37.758878,-77.479954,2
1223,LIM College,New York City ,New York,Northeast,1939,2999,299,Urban,40.713054,-74.007228,2
1224,Virginia Union University,Richmond ,Virginia,Southeast,1865,1999,199,Urban,37.540759,-77.433932,2
1225,University of Science and Arts of Oklahoma,Chickasha ,Oklahoma,Southwest,1908,999,99,Rural,35.04759,-97.936929,2
1226,"Queens College, City University of New York",New York City ,New York,Northeast,1937,24999,1999,Urban,40.713054,-74.007228,2
1227,Ave Maria University,Ave Maria ,Florida,Southeast,1998,1999,99,Rural,26.374901,-81.368401,2
1228,University of Northwestern - St. Paul,Saint Paul ,Minnesota,Midwest,1902,3999,99,Suburban,44.943719,-93.094281,1
1229,Franklin Pierce University,Rindge ,New Hampshire,Northeast,1962,2999,399,Rural,42.757527,-72.008953,2
1230,Fairmont State University,Fairmont ,West Virginia,Southeast,1867,4999,199,Suburban,39.481232,-80.147572,2
1231,Eureka College,Eureka ,Illinois,Midwest,1855,999,99,Rural,40.721409,-89.272863,2
1232,Harrisburg University of Science and Technology,Harrisburg ,Pennsylvania,Northeast,2001,6999,299,Urban,40.259571,-76.881821,2
1233,Averett University,Danville ,Virginia,Southeast,1859,999,99,Urban,36.586137,-79.395299,2
1234,National University of Health Sciences,Lombard ,Illinois,Midwest,1906,999,99,Suburban,41.87485,-88.019343,2
1235,William Jewell College,Liberty ,Missouri,Midwest,1849,1999,199,Suburban,39.244739,-94.418465,2
1236,Concord University,Athens ,West Virginia,Southeast,1872,2999,199,Rural,37.423208,-81.015481,2
1237,University of Advancing Technology,Tempe ,Arizona,Southwest,1983,999,99,Urban,33.425522,-111.941253,2
1238,Huntingdon College,Montgomery ,Alabama,Southeast,1854,1999,199,Suburban,32.376547,-86.299651,2
1239,University of South Carolina-Beaufort,Bluffton ,South Carolina,Southeast,1795,2999,199,Rural,32.237169,-80.860625,2
1240,Trine University,Angola ,Indiana,Midwest,1884,4999,299,Rural,41.63478,-85.004,2
1241,Freed-Hardeman University,Henderson ,Tennessee,Southeast,1869,2999,199,Rural,35.440915,-88.638838,2
1242,Rosalind Franklin University of Medicine and Science,North Chicago ,Illinois,Midwest,1912,2999,399,Suburban,42.319405,-87.856097,2
1243,Snow College,Ephraim ,Utah,West,1888,6999,199,Rural,39.359772,-111.584173,1
1244,Moore College of Art and Design,Philadelphia ,Pennsylvania,Northeast,1848,499,199,Urban,39.951061,-75.16562,2
1245,Franklin College,Franklin ,Indiana,Midwest,1834,1999,199,Suburban,39.494444,-86.066666,2
1246,Tusculum University,Greeneville ,Tennessee,Southeast,1794,2999,199,Rural,36.162235,-82.831451,2
1247,Madonna University,Livonia ,Michigan,Midwest,1937,4999,399,Urban,42.39709,-83.36961,3
1248,University of Silicon Valley,San Jose ,California,West,1887,999,99,Urban,37.334807,-121.888128,4
1249,University of Charleston,Charleston ,West Virginia,Southeast,1888,3999,299,Urban,38.351194,-81.638362,2
1250,United States Sports Academy,Daphne ,Alabama,Southeast,1972,999,50,Urban,30.618524,-87.905156,2
1251,Northwest University,Kirkland ,Washington,West,1934,1999,299,Suburban,47.675506,-122.203364,2
1252,South Texas College,McAllen ,Texas,Southwest,1993,44999,1499,Urban,26.196695,-98.235698,2
1253,Massachusetts Maritime Academy,Buzzards Bay ,Massachusetts,Northeast,1891,1999,199,Suburban,41.75298,-70.6185,2
1254,Wheeling University,Wheeling ,West Virginia,Southeast,1954,1999,199,Urban,40.063948,-80.722002,2
1255,Tiffin University,Tiffin ,Ohio,Midwest,1888,3999,99,Rural,41.114589,-83.176563,2
1256,Thomas More University,Crestview Hills ,Kentucky,Southeast,1921,2999,199,Suburban,39.021246,-84.575613,2
1257,Bryant and Stratton College,Buffalo ,New York,Northeast,1854,999,99,Urban,42.887691,-78.879374,2
1258,Georgia Southwestern State University,Americus ,Georgia,Southeast,1906,3999,199,Rural,32.073306,-84.232515,2
1259,Millsaps College,Jackson ,Mississippi,Southeast,1890,1999,199,Urban,32.302897,-90.183488,2
1260,Lakeland University,Plymouth ,Wisconsin,Midwest,1862,3999,299,Rural,43.747496,-87.981161,2
1261,Loras College,Dubuque ,Iowa,Midwest,1839,1999,199,Urban,42.505512,-90.667314,2
1262,Medaille College,Buffalo ,New York,Northeast,1937,2999,499,Urban,42.887691,-78.879374,2
1263,Logan University,Chesterfield ,Missouri,Midwest,1935,1999,199,Suburban,38.661405,-90.564272,2
1264,Barton College,Wilson ,North Carolina,Southeast,1902,1999,99,Suburban,35.731888,-77.922737,2
1265,Kansas City Art Institute,Kansas City ,Missouri,Midwest,1885,999,199,Urban,39.099792,-94.578559,2
1266,Cleveland Institute of Music,Cleveland ,Ohio,Midwest,1920,499,199,Urban,41.505546,-81.6915,2
1267,University of Alaska Southeast,Juneau ,Alaska,Outside,1956,4999,199,Rural,58.301084,-134.424524,1
1268,Castleton University,Castleton ,Vermont,Northeast,1787,3999,99,Rural,43.611049,-73.180583,2
1269,Dalton State College,Dalton ,Georgia,Southeast,1963,6999,299,Urban,34.771541,-84.971777,2
1270,Northeast Ohio Medical University,Rootstown ,Ohio,Midwest,1973,999,99,Suburban,41.099143,-81.237297,2
1271,Trinity Christian College,Palos Heights ,Illinois,Midwest,1959,1999,199,Suburban,41.667958,-87.79891,2
1272,Erskine College,Due West ,South Carolina,Southeast,1839,999,99,Rural,34.333637,-82.388145,2
1273,Indiana Institute of Technology,Fort Wayne ,Indiana,Midwest,1930,2999,99,Urban,41.077474,-85.137495,2
1274,Texas Lutheran University,Seguin ,Texas,Southwest,1891,1999,199,Suburban,29.580782,-97.968526,2
1275,Bloomfield College,Bloomfield ,New Jersey,Northeast,1868,1999,99,Suburban,40.792112,-74.194954,2
1276,Randolph College,Lynchburg ,Virginia,Southeast,1891,999,99,Urban,37.414345,-79.143204,2
1277,Wilmington College,Wilmington ,Ohio,Midwest,1870,1999,199,Rural,39.446404,-83.825335,2
1278,Anderson University,Anderson ,South Carolina,Southeast,1911,4999,199,Urban,34.49987,-82.651189,2
1279,Oakwood University,Huntsville ,Alabama,Southeast,1896,1999,399,Urban,34.729538,-86.585283,2
1280,Crown College,St. Bonifacius ,Minnesota,Midwest,1916,1999,199,Rural,44.905621,-93.747326,2
1281,Lancaster Bible College,Lancaster ,Pennsylvania,Northeast,1933,2999,299,Suburban,40.039401,-76.307078,2
1282,Elizabeth City State University,Elizabeth City ,North Carolina,Southeast,1891,1999,199,Rural,36.302126,-76.223253,2
1283,Peru State College,Peru ,Nebraska,Midwest,1867,3999,99,Rural,40.477626,-95.730624,2
1284,Pine Manor College,Chestnut Hill ,Massachusetts,Northeast,1911,499,99,Suburban,42.330601,-71.166702,2
1285,Holy Names University,Oakland ,California,West,1868,1999,199,Urban,37.804828,-122.27248,1
1286,"York College, City University of New York",Jamaica ,New York,Northeast,1966,14999,599,Urban,40.691399,-73.806099,2
1287,University of Health Sciences and Pharmacy in St. Louis,St. Louis ,Missouri,Midwest,1864,1999,199,Urban,38.630276,-90.200309,2
1288,MGH Institute of Health Professions,Boston ,Massachusetts,Northeast,1977,2999,199,Urban,42.358894,-71.056742,2
1289,Langston University,Langston ,Oklahoma,Southwest,1897,2999,199,Rural,35.947138,-97.251911,2
1290,John F. Kennedy University,Pleasant Hill ,California,West,1964,1999,399,Suburban,37.948004,-122.060268,2
1291,Mount Mary University,Milwaukee ,Wisconsin,Midwest,1913,1999,299,Urban,43.041072,-87.909421,2
1292,Midway University,Midway ,Kentucky,Southeast,1847,1999,199,Rural,38.150986,-84.684007,2
1293,The College of Idaho,Caldwell ,Idaho,West,1891,999,199,Suburban,43.662853,-116.687705,1
1294,University of Arkansas at Monticello,Monticello ,Arkansas,Southeast,1909,4999,199,Rural,33.628965,-91.79085,1
1295,University of Arkansas at Pine Bluff,Pine Bluff ,Arkansas,Southeast,1873,2999,299,Urban,34.221586,-92.002005,2
1296,"Westminster College, Missouri",Fulton ,Missouri,Midwest,1851,999,99,Rural,38.844393,-91.944662,2
1297,Georgia Gwinnett College,Lawrenceville ,Georgia,Southeast,2006,19999,699,Suburban,33.955,-83.988245,2
1298,Missouri Baptist University,St. Louis ,Missouri,Midwest,1964,6999,399,Suburban,38.630276,-90.200309,2
1299,North Greenville University,Tigerville ,South Carolina,Southeast,1892,2999,299,Rural,35.066763,-82.372123,2
1300,Misericordia University,Dallas ,Pennsylvania,Northeast,1924,3999,199,Suburban,41.335452,-75.962436,2
1301,Piedmont College,Demorest ,Georgia,Southeast,1897,3999,399,Rural,34.565522,-83.544735,2
1302,Milligan University,Elizabethton ,Tennessee,Southeast,1866,1999,399,Suburban,36.343894,-82.249703,2
1303,Mississippi Valley State University,Itta Bena ,Mississippi,Southeast,1950,2999,199,Rural,33.496092,-90.319913,2
1304,Notre Dame College,Cleveland ,Ohio,Midwest,1922,2999,99,Suburban,41.505546,-81.6915,2
1305,Florida Memorial University,Miami Gardens ,Florida,Southeast,1879,1999,99,Suburban,25.927232,-80.228484,2
1306,Hastings College,Hastings ,Nebraska,Midwest,1882,1999,99,Rural,40.588918,-98.393718,1
1307,Dean College,Franklin ,Massachusetts,Northeast,1865,1999,199,Suburban,42.082434,-71.396717,2
1308,Thomas Edison State University,Trenton ,New Jersey,Northeast,1972,19999,N/A,Urban,40.220572,-74.759709,2
1309,East Texas Baptist University,Marshall ,Texas,Southwest,1912,1999,99,Rural,32.545002,-94.363315,1
1310,SUNY Delhi,Delhi ,New York,Northeast,1913,4999,299,Rural,42.279591,-74.91376,2
1311,Southern Virginia University,Buena Vista ,Virginia,Southeast,1867,1999,99,Rural,37.734446,-79.354257,2
1312,McMurry University,Abilene ,Texas,Southwest,1923,1999,99,Urban,32.453562,-99.732654,2
1313,Eastern Nazarene College,Quincy ,Massachusetts,Northeast,1900,999,199,Suburban,42.251269,-71.003564,2
1314,Dakota Wesleyan University,Mitchell ,South Dakota,Midwest,1885,1999,199,Rural,43.709418,-98.029628,2
1315,Louisiana College,Pineville ,Louisiana,Southeast,1906,1999,199,Suburban,31.333403,-92.414311,1
1316,Newman University,Wichita ,Kansas,Midwest,1933,4999,99,Urban,37.686024,-97.335571,2
1317,Mount Aloysius College,Cresson ,Pennsylvania,Northeast,1853,2999,199,Suburban,40.461547,-78.590396,2
